station;coords;wiki_link
Radzymin Wąskotorowy;52.415833, 21.179444;https://pl.wikipedia.org/wiki/Radzymin_Wąskotorowy
Ragnit;55.030556, 22.027222;https://pl.wikipedia.org/wiki/Nieman-Nowyj
Rahó;48.0546455,24.2087462;https://uk.wikipedia.org/wiki/Рахів_(станція)
Rakoniewice;52.1393485,16.2738532;https://pl.wikipedia.org/wiki/Rakoniewice
Rarwino;53.9526578,15.7945434;https://pl.wikipedia.org/wiki/Rarwino_(powiat_białogardzki)
Raspenava;50.9041544,15.1146468;https://cs.wikipedia.org/wiki/Raspenava
Rataje;51.271389, 16.516944;https://pl.wikipedia.org/wiki/Rataje_(przystanek_kolejowy)
Rataje Wąskotorowe;50.337778, 21.069722;https://pl.wikipedia.org/wiki/Rataje_Wąskotorowe
Rautenburg;54.860639, 22.291583;https://www.atlaskolejowy.net/ru/rossija/?id=baza&poz=19326
Rawa Mazowiecka;51.766667, 20.245556;https://pl.wikipedia.org/wiki/Rawa_Mazowiecka_(stacja_kolejowa)
Rawa Ruska;50.2306540,23.6240014;https://uk.wikipedia.org/wiki/Рава-Руська
Rawicz;51.608611, 16.839722;https://pl.wikipedia.org/wiki/Rawicz_(stacja_kolejowa)
Recław;53.8452804,14.6435034;
Reda;54.6043272,18.3505191;https://pl.wikipedia.org/wiki/Reda_(miasto)
Redło;53.775278, 15.976944;https://pl.wikipedia.org/wiki/Redło_(przystanek_kolejowy)
Rejowiec;51.0945453,23.2832851;https://pl.wikipedia.org/wiki/Rejowiec
Resko Południowe;53.763356, 15.403081;https://pl.wikipedia.org/wiki/Resko_Po%C5%82udniowe
Resko Północne;53.773336, 15.418889;https://pl.wikipedia.org/wiki/Resko_P%C3%B3%C5%82nocne
Reszel;54.0482576,21.1421611;https://pl.wikipedia.org/wiki/Reszel
Rewal;54.0755551,15.0111326;
Rezekne;56.5062810,27.3306623;https://lv.wikipedia.org/wiki/Rēzekne
Reńska Wieś;50.317778, 18.123889;https://pl.wikipedia.org/wiki/Reńska_Wieś_(stacja_kolejowa)
Riga;56.9493977,24.1051846;https://lv.wikipedia.org/wiki/Rīga
Robaków;52.0372222,17.7233333;https://pl.wikipedia.org/wiki/Robaków
Rogowo;52.7253738,17.6499288;
Rogoźno;52.7523023,16.9936288;https://pl.wikipedia.org/wiki/Rogoźno
Rogoźno Wielkopolskie;52.7552395,16.9721483;https://pl.wikipedia.org/wiki/Rogoźno_Wielkopolskie_(stacja_kolejowa)
Rogów;51.817778, 19.886111;https://pl.wikipedia.org/wiki/Rogów_(stacja_kolejowa)
Rogów Towarowy Wąskotorowy;51.812500, 19.880000;https://pl.wikipedia.org/wiki/Rogów_Towarowy_Wąskotorowy
Rokietnica;52.511944, 16.753889;https://pl.wikipedia.org/wiki/Rokietnica_(stacja_kolejowa)
Rokitki;51.335283, 15.8936170;https://pl.wikipedia.org/wiki/Rokitki_(stacja_kolejowa)
Rokitno;52.128250, 23.210778;https://www.atlaskolejowy.net/pl/lubelskie/?id=baza&poz=8620
Rokitno Wołyńskie;51.270833, 27.219722;https://pl.wikipedia.org/wiki/Rokitno_Wołyńskie
Rokytnice nad Jizerou;50.7121375,15.4228345;
Rokytnice v Orlickych Horach;50.1752539,16.4789496;
Roman;46.937222, 26.92;https://pl.wikipedia.org/wiki/Roman_(stacja_kolejowa)
Rominter Heide;54.3978375,22.4830689;https://ru.wikipedia.org/wiki/Роминтенская_пуща
Roskosz;52.0854261,23.1366969;https://pl.wikipedia.org/wiki/Roskosz_(powiat_bialski)
Rothenburg;51.333333, 14.966667;https://pl.wikipedia.org/wiki/Rothenburg/O.L.
Rozalin;51.178611, 22.006111;https://pl.wikipedia.org/wiki/Rozalin_(stacja_kolejowa)
Rozogi;53.4824065,21.3596932;https://pl.wikipedia.org/wiki/Rozogi_(powiat_szczycieński)
Roztoka;50.9510942,16.2419262;
Rozwadów;50.592778, 22.038889;https://pl.wikipedia.org/wiki/Stalowa_Wola_Rozwadów
Ruciane Nida;53.6504200,21.5598200;https://pl.wikipedia.org/wiki/Ruciane-Nida
Ruda Bielszowice;50.2610627,18.8116221;https://pl.wikipedia.org/wiki/Ruda_Bielszowice
Ruda Chebzie;50.304444, 18.878056;https://pl.wikipedia.org/wiki/Ruda_Chebzie
Ruda Kochłowice;50.256667, 18.905278;https://pl.wikipedia.org/wiki/Ruda_Kochłowice
Ruda Wschodnia Wąskotorowa;50.296389, 18.874167;https://pl.wikipedia.org/wiki/Ruda_Wschodnia_Wąskotorowa
Rudki;53.4028700,16.3618000;https://pl.wikipedia.org/wiki/Rudki_(województwo_zachodniopomorskie)
Rudna Gwizdanów;51.5290973,16.2809748;https://pl.wikipedia.org/wiki/Rudna_Gwizdanów
Rudnica;52.613056, 15.177222;https://pl.wikipedia.org/wiki/Rudnica_(stacja_kolejowa)
Rudniki;52.345361, 16.396417;https://www.atlaskolejowy.net/pl/wielkopolskie/?id=baza&poz=8292
Rudy;50.1912392,18.4503606;https://pl.wikipedia.org/wiki/Rudy_(województwo_śląskie)
Rudziszki;54.321389, 21.632222;https://pl.wikipedia.org/wiki/Rudziszki_(stacja_kolejowa_w_Polsce)
Rudziszki Trockie;54.516878, 24.831861;https://www.atlaskolejowy.net/lt/vilniaus/?id=baza&poz=20286
Runowo;53.555556, 15.529167;https://pl.wikipedia.org/wiki/Runowo_Pomorskie_(stacja_kolejowa)
Rusinowo Wąskotorowe;53.624056, 18.781056;https://www.atlaskolejowy.net/pl/pomorskie/?id=baza&poz=7994
Ruszów;51.4010630,15.1766348;https://pl.wikipedia.org/wiki/Ruszów_(stacja_kolejowa)
Rybina;54.2909600,19.1157000;https://pl.wikipedia.org/wiki/Rybina
Rybnica;50.91031400227583, 15.645623727885509;https://polska-org.pl/514637,Rybnica,Przystanek_kolejowy_Rybnica_d_stacja.html
Rybnik;50.1105691,18.5531874;https://pl.wikipedia.org/wiki/Rybnik
Rybnik Piaski;50.096389, 18.586667;https://pl.wikipedia.org/wiki/Rybnik_Piaski
Rychtal;51.1448363,17.8484940;https://pl.wikipedia.org/wiki/Rychtal
Rydlewo;52.828333, 17.743333;https://pl.wikipedia.org/wiki/Rydlewo_(przystanek_kolejowy)
Rydułtowy;50.0664040,18.4245061;https://pl.wikipedia.org/wiki/Rydułtowy
Rymań;53.948333, 15.531111;https://pl.wikipedia.org/wiki/Rymań_(stacja_kolejowa)
Ryn;53.937500, 21.552500;https://pl.wikipedia.org/wiki/Ryn_(stacja_kolejowa)
Rypin;53.0629622,19.4193349;https://pl.wikipedia.org/wiki/Rypin
Rypin Wąskotorowy;53.066111, 19.414722;https://pl.wikipedia.org/wiki/Rypin_Wąskotorowy
Rzeczki;52.460722, 26.048139;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30640
Rzepedź;49.3849660,22.1118034;https://pl.wikipedia.org/wiki/Rzepedź
Rzepin;52.3443200,14.8382902;https://pl.wikipedia.org/wiki/Rzepin
Rzeszów;50.0374531,22.0047174;https://pl.wikipedia.org/wiki/Rzeszów
Róg;53.3406954,20.7544562;https://pl.wikipedia.org/wiki/Róg_(województwo_warmińsko-mazurskie)
Równe;50.62775, 26.239833;https://pl.wikipedia.org/wiki/Równe_(stacja_kolejowa)
Sambor;49.5182214,23.1970412;https://uk.wikipedia.org/wiki/Самбір
Samborowo;53.6649500,19.8191200;https://pl.wikipedia.org/wiki/Samborowo
Sandomierz;50.660278, 21.765278;https://pl.wikipedia.org/wiki/Sandomierz_(stacja_kolejowa)
Salpik;53.997028, 21.505861;https://www.atlaskolejowy.net/pl/warminsko-mazurskie/?id=baza&poz=7900
Sanice;51.4096295,14.9784935;https://pl.wikipedia.org/wiki/Sanice
Sankt Petersburg;59.9606739,30.1586551;https://ru.wikipedia.org/wiki/Санкт-Петербург
Sanok;49.5589528,22.2117600;https://pl.wikipedia.org/wiki/Sanok
Sapieżanka;50.0835322,24.3344721;https://uk.wikipedia.org/wiki/Сапіжанка_(Львівський_район)
Sarny;51.338917, 26.603167;https://pl.wikipedia.org/wiki/Sarny_(stacja_kolejowa)
Satoraljaujhely;48.3960978,21.6561497;https://hu.wikipedia.org/wiki/Sátoraljaújhely
Schwedt (Oder);53.0586366,14.2840858;https://de.wikipedia.org/wiki/Schwedt/Oder
Sianki;49.0146528,22.8875986;https://pl.wikipedia.org/wiki/Sianki
Siecie;54.6247269,17.2283582;https://pl.wikipedia.org/wiki/Siecie
Siedlce;52.161667, 22.272500;https://pl.wikipedia.org/wiki/Siedlce_(stacja_kolejowa)
Siedlęcin;50.9387107,15.6905264;https://pl.wikipedia.org/wiki/Siedlęcin
Siekierki;52.823056, 14.237778;https://pl.wikipedia.org/wiki/Siekierki_(stacja_kolejowa)
Siemianowice Śląskie;50.3121356,19.0177437;https://pl.wikipedia.org/wiki/Siemianowice_Śląskie
Siemianowice Śląskie Wąskotorowe;50.295833, 19.026389;https://pl.wikipedia.org/wiki/Siemianowice_Śląskie_Wąskotorowe
Siemianówka;52.8987821,23.8381887;https://pl.wikipedia.org/wiki/Siemianówka_(Polska)
Siemiatycze;52.4278979,22.8627258;https://pl.wikipedia.org/wiki/Siemiatycze
Sieniawka;50.8964774,14.8438181;https://pl.wikipedia.org/wiki/Sieniawka_(powiat_zgorzelecki)
Sienkiewiczówka;50.5278620,25.0280031;https://uk.wikipedia.org/wiki/Сенкевичівка
Sieradz;51.598056, 18.715000;https://pl.wikipedia.org/wiki/Sieradz_(stacja_kolejowa)
Sierakowice;54.3451940,17.8935576;https://pl.wikipedia.org/wiki/Sierakowice_(województwo_pomorskie)
Sierpc;52.8531770,19.6614140;https://pl.wikipedia.org/wiki/Sierpc
Sierpc Wąskotorowy;52.850000, 19.649722;https://pl.wikipedia.org/wiki/Sierpc_Wąskotorowy
Siersza Wodna;50.180278, 19.450000;https://pl.wikipedia.org/wiki/Trzebinia_Siersza
Sighetul Marmatiei;47.9357280818759, 23.885309983866527;https://de.wikipedia.org/wiki/Bahnhof_Sighetu_Marma%C8%9Biei
Skaisgirren;54.882500, 21.643333;https://pl.wikipedia.org/wiki/Bolszakowo-Nowoje
Skalmierzyce;51.7032435,17.9743958;https://pl.wikipedia.org/wiki/Skalmierzyce
Skandawa;54.267222, 21.270000;https://pl.wikipedia.org/wiki/Skandawa_(stacja_kolejowa)
Skarszewy;54.0717523,18.4459951;https://pl.wikipedia.org/wiki/Skarszewy
Skarżysko Kamienna;51.1138821,20.8578830;https://pl.wikipedia.org/wiki/Skarżysko-Kamienna
Skawce;49.8002759,19.5675528;https://pl.wikipedia.org/wiki/Skawce
Skawina;49.9747508,19.8265702;https://pl.wikipedia.org/wiki/Skawina
Skała Podolska;48.8425686,26.2014107;
Skierniewice;51.967222, 20.150278;https://pl.wikipedia.org/wiki/Skierniewice_(stacja_kolejowa)
Skoczów;49.7999039,18.7877583;https://pl.wikipedia.org/wiki/Skoczów
Skoki;52.6725926,17.1531343;https://pl.wikipedia.org/wiki/Skoki_(miasto)
Skrzydlewo;53.573861, 25.800389;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30549
Skrzydłowo;53.918056, 15.459167;https://pl.wikipedia.org/wiki/Skrzydłowo_(stacja_kolejowa)
Skuodas;56.2684290,21.5244411;https://lt.wikipedia.org/wiki/Skuodas
Skwierzyna;52.5967483,15.5010958;https://pl.wikipedia.org/wiki/Skwierzyna
Skórcz;53.7945500,18.5243200;https://pl.wikipedia.org/wiki/Skórcz
Smardzko;53.775000, 15.851111;https://pl.wikipedia.org/wiki/Smardzko_(przystanek_kolejowy)
Smolensk;54.7789701,32.0471812;https://ru.wikipedia.org/wiki/Смоленск
Smolnik;49.2652100,22.1235000;https://pl.wikipedia.org/wiki/Smolnik_(powiat_sanocki)
Smorgonie;54.475000, 26.373611;https://pl.wikipedia.org/wiki/Smorgonie_(stacja_kolejowa)
Smołdzino;54.6627685,17.2160201;https://pl.wikipedia.org/wiki/Smołdzino_(powiat_słupski)
Smržovka;50.7402006,15.2438627;
Smukała;53.190833, 17.945556;https://pl.wikipedia.org/wiki/Smukała_(stacja_kolejowa)
Smólsk;52.5981179,18.9710224;https://pl.wikipedia.org/wiki/Smólsk
Smętowo;53.7479590,18.6858934;https://pl.wikipedia.org/wiki/Smętowo_(stacja_kolejowa)
Sobieradz;53.2255603,14.6581479;https://pl.wikipedia.org/wiki/Sobieradz_(powiat_gryfiński)
Sobowidz;54.1462673,18.5982177;https://pl.wikipedia.org/wiki/Sobowidz
Sobótka Zachodnia;50.9078368,16.7007723;https://pl.wikipedia.org/wiki/Sobótka_Zachodnia
Sobów;50.595556, 21.739167;https://pl.wikipedia.org/wiki/Sobów_(stacja_kolejowa)
Sochaczew;52.215556, 20.239167;https://pl.wikipedia.org/wiki/Sochaczew_(stacja_kolejowa)
Sokal;50.4791313,24.2770538;https://uk.wikipedia.org/wiki/Сокаль
Sokołów Podlaski;52.4081717,22.2525679;https://pl.wikipedia.org/wiki/Sokołów_Podlaski
Sokółka;53.402778, 23.502778;https://pl.wikipedia.org/wiki/Sokółka_(stacja_kolejowa)
Somonino;54.2792217,18.2006456;https://pl.wikipedia.org/wiki/Somonino
Sompolno;52.3884355,18.5030075;https://pl.wikipedia.org/wiki/Sompolno
Sopot;54.440833, 18.562222;https://pl.wikipedia.org/wiki/Sopot_(stacja_kolejowa)
Sosnowiec Główny;50.278611, 19.125556;https://pl.wikipedia.org/wiki/Sosnowiec_Główny
Sosnowiec Południowy;50.2697299,19.1253609;https://pl.wikipedia.org/wiki/Sosnowiec_Południowy
Sosnowiec Zagórze;50.314472, 19.215194;https://www.atlaskolejowy.net/pl/slaskie/?id=baza&poz=4472
Spała;51.5401769,20.1362048;https://pl.wikipedia.org/wiki/Spała
Spišska Bela;49.1867174,20.4514575;
Spychowo;53.6022737,21.3461575;https://pl.wikipedia.org/wiki/Spychowo
Spytkowice;49.9949790,19.5087999;https://pl.wikipedia.org/wiki/Spytkowice_(powiat_wadowicki)
Srebrna Góra;50.5755664,16.6589225;https://pl.wikipedia.org/wiki/Srebrna_Góra_(województwo_dolnośląskie)
Stablack;54.4222641,20.5188860;https://ru.wikipedia.org/wiki/Долгоруково_(Калининградская_область)
Stallupönen;54.6325455,22.5710998;https://ru.wikipedia.org/wiki/Нестеров_(Калининградская_область)
Stanisławów;48.925231, 24.723475;https://pl.wikipedia.org/wiki/Iwano-Frankiwsk_(stacja_kolejowa)
Stara Dąbrowa;53.421389, 15.133333;https://pl.wikipedia.org/wiki/Stara_Dąbrowa_(stacja_kolejowa)
Stara Paka;50.5103132,15.4944543;https://cs.wikipedia.org/wiki/Stará_Paka
Stara Piła;54.3254393,18.4121623;https://pl.wikipedia.org/wiki/Stara_Piła
Starachowice;51.051111, 21.058611;https://pl.wikipedia.org/wiki/Starachowice_(przystanek_kolejowy)
Stare Bielice;52.8486200,15.9221700;https://pl.wikipedia.org/wiki/Stare_Bielice_(województwo_lubuskie)
Stare Bojanowo;51.995833, 16.585000;https://pl.wikipedia.org/wiki/Stare_Bojanowo_(stacja_kolejowa)
Stare Czarnowo;53.2819458,14.7807553;https://pl.wikipedia.org/wiki/Stare_Czarnowo
Stare Ludzicko;53.815000, 16.030556;https://pl.wikipedia.org/wiki/Stare_Ludzicko_(przystanek_kolejowy)
Stare Mesto pod Snežnikem;50.1617351,16.9473409;https://cs.wikipedia.org/wiki/Staré_Město_(okres_Šumperk)
Stare Pole;54.053889, 19.208056;https://pl.wikipedia.org/wiki/Stare_Pole_(stacja_kolejowa)
Stargard Szczeciński;53.3379935,15.0350493;https://pl.wikipedia.org/wiki/Stargard
Starkoč;50.411237137157805, 16.10059159814605;https://www.atlaskolejowy.net/cz/kralovehradecky/?id=baza&poz=10199
Starogard Gdański;53.9654471,18.5266573;https://pl.wikipedia.org/wiki/Starogard_Gdański
Starogród;53.309722, 18.405278;https://pl.wikipedia.org/wiki/Starogród_(przystanek_kolejowy)
Staszów Wąskotorowy;50.558528, 21.172944;https://www.atlaskolejowy.net/pl/swietokrzyskie/?id=baza&poz=2659
Stawiany Pińczowskie;50.581389, 20.590833;https://pl.wikipedia.org/wiki/Stawiany_Pińczowskie
Stefanesti;48.617778, 25.686389;https://pl.wikipedia.org/wiki/Stefaneszty
Stegna Gdańska;54.3278476,19.1113904;https://pl.wikipedia.org/wiki/Stegna_Gdańska
Stepnica;53.6495977,14.9690782;https://pl.wikipedia.org/wiki/Stepnica_(rzeka)
Stobno Szczecińskie;53.4085523,14.4374883;https://pl.wikipedia.org/wiki/Stobno_Szczecińskie
Stojanów;50.377778, 24.666667;https://pl.wikipedia.org/wiki/Stojanów_(stacja_kolejowa)
Stolec;53.552500, 14.312778;https://pl.wikipedia.org/wiki/Stolec_(stacja_kolejowa)
Stolzenburger Glashütte;53.5794114,14.2473124;
Stołpce;53.4825, 26.758306;https://pl.wikipedia.org/wiki/Stołpce_(stacja_kolejowa)
Straszewo;52.4597203,18.4589192;https://pl.wikipedia.org/wiki/Straszewo_(województwo_wielkopolskie)
Stronie Śląskie;50.3022725,16.8743663;
Struga;52.362500, 21.141667;https://pl.wikipedia.org/wiki/Struga_(stacja_kolejowa)
Strużka Janiszowice;51.9123502,15.0457397;
Stryj;49.259167, 23.841667;https://pl.wikipedia.org/wiki/Stryj_(stacja_kolejowa)
Stryków;51.910556, 19.593611;https://pl.wikipedia.org/wiki/Stryków_(stacja_kolejowa)
Stryków Przeładownia;51.911111, 19.595556;https://pl.wikipedia.org/wiki/Stryków_Przeładownia
Strzałkowo;52.3110408,17.8148980;https://pl.wikipedia.org/wiki/Strzałkowo_(województwo_wielkopolskie)
Strzebiń;50.6161448,18.9043539;https://pl.wikipedia.org/wiki/Strzebiń
Strzegom;50.9601066,16.3462134;https://pl.wikipedia.org/wiki/Strzegom
Strzelce Krajeńskie Miasto;52.87789062254953, 15.529875099448255;https://pl.wikipedia.org/wiki/Strzelce_Kraje%C5%84skie
Strzelce Krajeńskie Wschód;52.8364969,15.5837747;https://pl.wikipedia.org/wiki/Zwierzyn_(stacja_kolejowa)
Strzelce Opolskie;50.5109033,18.3004547;https://pl.wikipedia.org/wiki/Strzelce_Opolskie
Strzelin;50.7809200,17.0683947;https://pl.wikipedia.org/wiki/Strzelin
Strzelno;52.6301742,18.1733807;https://pl.wikipedia.org/wiki/Strzelno
Strzemieszyce Południowe;50.312222, 19.287222;https://pl.wikipedia.org/wiki/Dąbrowa_Górnicza_Południowa
Strzemieszyce Północne;50.311111, 19.267500;https://pl.wikipedia.org/wiki/Dąbrowa_Górnicza_Strzemieszyce
Strzyłki Topolnica;49.33676140751473, 22.989948886508838;https://www.atlaskolejowy.net/ua/lwowski/?id=baza&poz=28722
Strzyżów;49.869278, 21.800639;https://www.atlaskolejowy.net/pl/podkarpackie/?id=baza&poz=2434
Strzyżów Hrubieszowski;50.843806, 24.030111;https://www.atlaskolejowy.net/pl/lubelskie/?id=baza&poz=7364
Stróże;49.6541485,20.9758165;https://pl.wikipedia.org/wiki/Stróże_(powiat_nowosądecki)
Studeny Potok;49.108861, 20.354583;https://pl.wikipedia.org/wiki/Studený_Potok_(stacja_kolejowa)
Studnica;53.445278, 15.646389;https://pl.wikipedia.org/wiki/Studnica_(stacja_kolejowa)
Stypułów;51.696389, 15.516389;https://pl.wikipedia.org/wiki/Stypułów_(stacja_kolejowa)
Suceava;47.5326535,25.8345939;https://en.wikipedia.org/wiki/Suceava_County
Sucha Wąskotorowa;52.008889, 17.683333;https://pl.wikipedia.org/wiki/Sucha_Wąskotorowa
Sucha Beskidzka;49.7407900,19.5905975;https://pl.wikipedia.org/wiki/Sucha_Beskidzka
Sucha Góra;49.3660791,19.7897018;https://sk.wikipedia.org/wiki/Suchá_Hora
Suchary;53.189167, 17.645278;https://pl.wikipedia.org/wiki/Suchary_(przystanek_kolejowy)
Suchowiersze;52.891389, 25.812639;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30527
Sulechów;52.0854782,15.6259091;https://pl.wikipedia.org/wiki/Sulechów
Sulejów Pilica;51.3241152,19.8997075;
Sulików;51.0769746,15.0649842;https://pl.wikipedia.org/wiki/Sulików_(województwo_dolnośląskie)
Sulmierzyce;51.6064157,17.5278074;https://pl.wikipedia.org/wiki/Sulmierzyce
Sulęcin;52.4413768,15.1161501;https://pl.wikipedia.org/wiki/Sulęcin
Sumina;50.136944, 18.401944;https://pl.wikipedia.org/wiki/Sumina_(stacja_kolejowa)
Suwałki;54.1027125,22.9318782;https://pl.wikipedia.org/wiki/Suwałki
Svoboda nad Upou;50.6262304,15.8164318;https://cs.wikipedia.org/wiki/Svoboda_nad_Úpou
Swarzewo;54.7599156,18.4000829;https://pl.wikipedia.org/wiki/Swarzewo
Swarzędz;52.404167, 17.073889;https://pl.wikipedia.org/wiki/Swarzędz_(stacja_kolejowa)
Swobnica;53.039167, 14.631389;https://pl.wikipedia.org/wiki/Swobnica_(stacja_kolejowa)
Syców;51.3078551,17.7198113;https://pl.wikipedia.org/wiki/Syców
Syrynia;50.0235643,18.3352182;https://pl.wikipedia.org/wiki/Syrynia
Szamotuły;52.6120328,16.5831241;https://pl.wikipedia.org/wiki/Szamotuły
Szczakowa;50.2464691,19.2929630;https://pl.wikipedia.org/wiki/Szczakowa
Szczawno Zdrój;50.7951667,16.2232713;https://pl.wikipedia.org/wiki/Szczawno-Zdrój
Szczecin;53.4298114,14.5928676;https://pl.wikipedia.org/wiki/Szczecin
Szczecin Drzetowo;53.449444, 14.569722;https://pl.wikipedia.org/wiki/Szczecin_Drzetowo
Szczecin Dąbie;53.3913468,14.6704623;https://pl.wikipedia.org/wiki/Szczecin_Dąbie
Szczecin Gumieńce;53.3980028,14.4976184;https://pl.wikipedia.org/wiki/Szczecin_Gumieńce
Szczecin Lotnisko;53.386667, 14.631111;https://pl.wikipedia.org/wiki/Szczecin_Lotnisko
Szczecin Pomorzany;53.413611, 14.530556;https://pl.wikipedia.org/wiki/Szczecin_Pomorzany_(przystanek_kolejowy)
Szczecin Turzyn;53.4291693,14.5283035;https://pl.wikipedia.org/wiki/Szczecin_Turzyn
Szczecinek;53.7023420,16.7071342;https://pl.wikipedia.org/wiki/Szczecinek
Szczucin koło Tarnowa;50.317722, 21.075194;https://www.atlaskolejowy.net/pl/malopolskie/?id=baza&poz=2130
Szczucin koło Tarnowa Wąskotorowy;50.318333, 21.076667;https://pl.wikipedia.org/wiki/Szczucin_koło_Tarnowa_Wąskotorowy
Szczytna Śląska;50.408081, 16.449728;https://pl.wikipedia.org/wiki/Szczytna_(przystanek_kolejowy)
Szczytno;53.5637330,20.9968636;https://pl.wikipedia.org/wiki/Szczytno
Szelejewo Wąskotorowe;52.732778, 17.750278;https://pl.wikipedia.org/wiki/Szelejewo_Wąskotorowe
Szeparowce Kniażdwór;48.563611, 24.956389;https://pl.wikipedia.org/wiki/Szeparowce
Szklarska Poręba;50.8142837,15.4544967;https://pl.wikipedia.org/wiki/Szklarska_Poręba
Szklarska Poręba Górna;50.8254503,15.5166363;https://pl.wikipedia.org/wiki/Szklarska_Poręba_Górna
Szlachta;53.7688414,18.1141383;https://pl.wikipedia.org/wiki/Szlachta_(województwo_pomorskie)
Szlichtyngowa;51.7140748,16.2445989;https://pl.wikipedia.org/wiki/Szlichtyngowa
Szprotawa;51.5650714,15.5367584;https://pl.wikipedia.org/wiki/Szprotawa
Szramowo;53.339722, 19.509444;https://pl.wikipedia.org/wiki/Szramowo_(przystanek_kolejowy)
Sztum;53.925000, 19.021111;https://pl.wikipedia.org/wiki/Sztum_(stacja_kolejowa)
Sztutowo;54.3300860,19.1772090;https://pl.wikipedia.org/wiki/Sztutowo
Szubin;53.0117503,17.7439402;https://pl.wikipedia.org/wiki/Szubin
Szumbark Śląski;49.7996572,18.4152245;https://cs.wikipedia.org/wiki/Šumbark
Szwaruny;54.200000, 20.826389;https://pl.wikipedia.org/wiki/Szwaruny_(stacja_kolejowa)
Szwejki;52.895306, 20.911500;https://www.atlaskolejowy.net/pl/mazowieckie/?id=baza&poz=8657
Szydłów;50.605856, 17.705006;https://pl.wikipedia.org/wiki/Szydłów_(stacja_kolejowa)
Szymankowo;54.072500, 18.926389;https://pl.wikipedia.org/wiki/Szymankowo_(stacja_kolejowa)
Sątopy Samulewo;54.0729258,21.0240856;https://pl.wikipedia.org/wiki/Sątopy-Samulewo_(stacja_kolejowa)
Sędziny;52.412333, 16.455917;https://www.atlaskolejowy.net/pl/wielkopolskie/?id=baza&poz=8332
Sędzisław;50.8204862,16.0640931;https://pl.wikipedia.org/wiki/Sędzisław_(województwo_dolnośląskie) 
Sępopol;54.2678744,21.0144242;https://pl.wikipedia.org/wiki/Sępopol
Sępólno Krajeńskie;53.458056, 17.539167;https://pl.wikipedia.org/wiki/Sępólno_Krajeńskie_(stacja_kolejowa)
Sława Wielkopolska;52.6375687,17.1457634;https://pl.wikipedia.org/wiki/Sława_Wielkopolska
Sława Śląska;51.8845875,16.0543053;
Sławkowo;54.02297511257691, 21.38619635581861;https://www.atlaskolejowy.net/pl/warminsko-mazurskie/?id=baza&poz=7884
Sławniowice Nyskie;50.335556, 17.266667;https://pl.wikipedia.org/wiki/Sławniowice_Nyskie
Sławno;54.3629824,16.6789071;https://pl.wikipedia.org/wiki/Sławno
Sławoborze;53.893889, 15.706111;https://pl.wikipedia.org/wiki/Sławoborze_(stacja_kolejowa)
Sławoszewek;52.3879878,18.1972534;https://pl.wikipedia.org/wiki/Sławoszewek
Słobity;54.129167, 19.751944;https://pl.wikipedia.org/wiki/Słobity_(przystanek_kolejowy)
Słoboda Rungurska Kopalnia;48.47316069233305, 24.798444399999994;https://www.atlaskolejowy.net/ua/iwanofrankiwski/?id=baza&poz=28815
Słonim;53.0927071,25.3193209;https://be.wikipedia.org/wiki/Слонім
Słosinko;53.9424043,16.9845619;https://pl.wikipedia.org/wiki/Słosinko
Słońsk;52.5649328,14.8053799;https://pl.wikipedia.org/wiki/Słońsk
Słupca;52.286667, 17.852500;https://pl.wikipedia.org/wiki/Słupca_(przystanek_kolejowy)
Słupsk;54.467222, 17.015833;https://pl.wikipedia.org/wiki/Słupsk_(stacja_kolejowa)
Tama Brodzka;53.2794444,19.4652778;https://pl.wikipedia.org/wiki/Tama_Brodzka
Tantow;53.2675956,14.3248790;https://de.wikipedia.org/wiki/Tantow
Tanvald;50.7379436,15.3037997;https://cs.wikipedia.org/wiki/Tanvald
Tarnobrzeg;50.5837774,21.7117863;https://pl.wikipedia.org/wiki/Tarnobrzeg
Tarnopol;49.5557908,25.5923753;https://uk.wikipedia.org/wiki/Тернопіль
Tarnowskie Góry;50.446667, 18.864167;https://pl.wikipedia.org/wiki/Tarnowskie_Góry_(stacja_kolejowa)
Tarnowskie Góry Lasowice;50.454444, 18.871111;https://pl.wikipedia.org/wiki/Tarnowskie_Góry_Lasowice
Tarnowskie Góry Strzybnica;50.475000, 18.796944;https://pl.wikipedia.org/wiki/Tarnowskie_Góry_Strzybnica
Tarnowskie Góry Wąskotorowe;50.440000, 18.861111;https://pl.wikipedia.org/wiki/Tarnowskie_Góry_Wąskotorowe
Tarnów;50.005278, 20.975278;https://pl.wikipedia.org/wiki/Tarnów_(stacja_kolejowa)
Tatranska Lomnica;49.1646369,20.2794665;https://en.wikipedia.org/wiki/Tatranská_Lomnica_railway_station
Taurage;55.2533635,22.2903395;https://lt.wikipedia.org/wiki/Tauragė
Tczew;54.0869532,18.8000293;https://pl.wikipedia.org/wiki/Tczew
Telechany;52.519139, 25.814000;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30637
Telšiai;55.9846135,22.2490753;https://lt.wikipedia.org/wiki/Telšiai
Teplice nad Metuji;50.5939134,16.1707745;https://cs.wikipedia.org/wiki/Teplice_nad_Metují
